image_name,scene_type=natural_landscape,scene_type=urban,scene_type=indoor,scene_type=portrait,scene_type=other,lighting_type=daylight,lighting_type=artificial,lighting_type=mixed,luminance_level=high,luminance_level=medium,luminance_level=low,camera_to_object_distance=close,camera_to_object_distance=medium,camera_to_object_distance=far,memory_color=sky_blue,memory_color=grass_foliage_green,memory_color=human_skin_tone,memory_color=water_blue,memory_color=snow_cloud_white,memory_color=none
KonIQ-10k IQA Database/512x384/10471406506.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10475435053.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10481974434.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10474002734.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10475658035.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10486107003.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/10490369963.jpg,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10491358066.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10491423125.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10492897986.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10513907744.jpg,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10512432565.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10506082433.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10517436165.jpg,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10505275743.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10516786036.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10520192995.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10525460645.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0
KonIQ-10k IQA Database/512x384/10532663625.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10530470795.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10526881085.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10536668436.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10538085833.jpg,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10535849673.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10534454676.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10539142034.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10539341593.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10539008983.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10544775715.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10544833625.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10554234623.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10544945153.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/10556629035.jpg,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10567114974.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/105620456.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10558118243.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10567188645.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10568567754.jpg,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10569725133.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/1057328504.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10574233584.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10576676414.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10575593285.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/1057997640.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10579282866.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10581525775.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10583786994.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10582113466.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10589450596.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10586872235.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/1059399148.jpg,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10604417276.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10605846204.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10602786066.jpg,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10597114264.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10603218265.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10609356094.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10615424764.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10614052044.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10619909515.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10620203775.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10620356404.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10617981003.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/1062133952.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10625988224.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10628337356.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10628497685.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10631219374.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10633933603.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10628645805.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10631630073.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/1063351510.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10642085843.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/1063722220.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10635160054.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
KonIQ-10k IQA Database/512x384/106456452.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10660571735.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10644234544.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10660362264.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10660620125.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/106652866.jpg,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10676427864.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/1067765170.jpg,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10665464526.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10678350303.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10678199353.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10680153225.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10679134563.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10680502673.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10680715605.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10683218616.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10680932454.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10686332213.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10690294454.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10689376076.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
KonIQ-10k IQA Database/512x384/10692654005.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10689538413.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
KonIQ-10k IQA Database/512x384/10689722684.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10692857705.jpg,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10692667386.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10694350076.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10705911926.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10698962263.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10713772814.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10706770686.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10693826785.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/10714662986.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10715577856.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10724889206.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
KonIQ-10k IQA Database/512x384/10721124556.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10724461514.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10728525673.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10723077086.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10730634575.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10732971054.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10733259996.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10737029565.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10745415703.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10740727595.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10740725955.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/10745932825.jpg,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10740242265.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/107505789.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10747724694.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10762659033.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10767441335.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10770700455.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10770026303.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10765812585.jpg,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10773126784.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10776111906.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10751799554.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/1075190309.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10775358296.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/107799222.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10783395635.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10784159775.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10790803694.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10786271105.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10787038944.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10787258285.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10791502435.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10798439785.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10799367156.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10792125886.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10799853136.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10805317444.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10806677866.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10814874265.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10819001424.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10819132874.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10819329365.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/10813730303.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10827568885.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10828147985.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10829329963.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10828395135.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10836905604.jpg,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10843403305.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10847909336.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10849117054.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/1084984228.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10849700404.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10856434794.jpg,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10856757.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/1085590803.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10858952303.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/10862487886.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10861031374.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
KonIQ-10k IQA Database/512x384/10865798996.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10866561184.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10864812016.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10868390853.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10880314705.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10866463396.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10872249945.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10875461386.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10882856833.jpg,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/1089100444.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10883456586.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10895044423.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10893404795.jpg,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10898287705.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10897840884.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10898689245.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10900020096.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/10905088155.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10906887886.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/1090979049.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/10910262455.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10905114716.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/10911046243.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0
KonIQ-10k IQA Database/512x384/10915557435.jpg,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10899733355.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10917741563.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10921880365.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/10911095273.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10921653346.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10912602716.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/10923819485.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10925112255.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10932590295.jpg,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10927420963.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/109293948.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/10931213005.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
